Student_ID,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
STU2441,325,108,5,3.7,4.1,8.45,0,0.882
STU2442,315,101,5,3.1,3.2,10.0,0,0.811
STU2443,298,105,2,1.8,3.8,9.32,0,0.743
STU2444,315,107,1,3.7,4.2,8.4,1,0.801
STU2445,318,104,2,4.4,1.7,7.64,1,0.76
STU2446,305,115,1,4.3,2.5,8.25,1,0.821
STU2447,312,116,3,3.6,1.6,7.79,1,0.797
STU2448,313,113,3,3.0,3.5,9.37,1,0.917
STU2449,319,109,5,4.1,1.4,8.58,1,0.893
STU2450,319,107,1,3.6,1.8,8.27,1,0.813
STU2451,303,100,3,4.7,1.1,8.57,0,0.75
STU2452,299,110,4,2.6,1.5,8.47,0,0.702
STU2453,323,110,5,1.0,4.9,8.41,1,0.87
STU2454,315,97,2,1.2,1.9,7.45,0,0.686
STU2455,325,102,3,2.2,1.2,8.44,1,0.758
STU2456,298,110,2,4.9,3.8,7.68,1,0.817
STU2457,316,113,2,2.4,4.7,8.61,0,0.738
STU2458,305,100,5,4.2,4.2,8.54,1,0.875
STU2459,310,95,4,4.7,3.3,8.36,1,0.874
STU2460,311,109,4,1.6,3.4,9.29,1,0.824
STU2461,326,100,3,4.5,2.2,8.79,1,0.79
STU2462,318,107,3,2.1,2.9,7.76,0,0.743
STU2463,325,97,2,2.0,3.1,8.85,1,0.714
STU2464,322,101,4,3.4,1.6,9.27,0,0.823
STU2465,309,111,1,2.9,3.6,7.87,0,0.765
STU2466,308,101,2,1.9,2.5,9.48,1,0.778
STU2467,320,97,2,2.6,1.8,8.92,1,0.802
STU2468,331,103,1,3.4,1.4,8.66,1,0.827
STU2469,318,99,3,3.6,4.1,7.35,0,0.772
STU2470,317,108,4,4.2,2.9,7.29,0,0.755
STU2471,315,101,2,1.8,2.2,8.63,1,0.756
STU2472,312,109,1,2.6,3.3,7.82,0,0.748
STU2473,301,102,4,4.0,3.1,8.22,0,0.808
STU2474,328,106,2,1.6,2.6,9.32,0,0.782
STU2475,319,100,3,3.8,2.8,8.94,1,0.822
STU2476,317,118,3,2.3,4.3,8.75,1,0.786
STU2477,306,100,5,1.0,3.4,7.9,1,0.778
STU2478,307,117,5,4.5,2.7,7.57,0,0.839
STU2479,319,116,5,4.0,4.9,8.59,1,0.955
STU2480,301,99,2,3.4,4.2,9.21,1,0.827
STU2481,301,98,4,1.9,4.2,7.84,1,0.81
STU2482,290,108,3,3.7,4.4,8.54,0,0.747
STU2483,307,107,3,4.0,4.9,8.82,0,0.848
STU2484,327,108,4,2.3,3.3,7.56,0,0.777
STU2485,310,112,3,2.3,4.4,9.39,1,0.889
STU2486,332,108,3,4.7,1.0,8.1,0,0.774
STU2487,297,96,4,1.3,3.8,8.69,0,0.792
STU2488,316,100,5,4.0,4.9,8.97,1,0.919
STU2489,320,115,3,1.9,2.4,8.75,0,0.758
STU2490,308,108,4,2.7,2.1,8.7,1,0.833
STU2491,319,120,3,1.8,4.0,7.9,1,0.824
STU2492,317,119,3,2.0,1.1,9.34,0,0.786
STU2493,320,109,5,4.3,1.5,8.32,1,0.84
STU2494,314,113,3,1.3,4.0,8.12,1,0.826
STU2495,316,108,4,4.4,3.1,7.6,1,0.862
STU2496,321,97,1,2.0,4.3,9.07,1,0.812
STU2497,318,90,5,1.3,4.0,8.52,1,0.877
STU2498,318,112,1,4.6,4.8,8.84,1,0.907
STU2499,331,115,4,3.3,3.7,8.67,0,0.859
STU2500,328,120,3,1.8,4.5,8.11,1,0.874
STU2501,308,108,5,3.3,2.1,8.76,0,0.824
STU2502,316,108,4,4.9,1.4,7.92,0,0.728
STU2503,313,98,2,4.2,3.6,8.34,0,0.767
STU2504,322,109,4,4.8,4.2,8.59,0,0.857
STU2505,336,102,2,4.4,4.3,7.82,1,0.839
STU2506,312,109,5,3.0,2.6,7.54,0,0.766
STU2507,290,102,2,1.3,3.8,9.55,0,0.729
STU2508,329,98,4,5.0,3.6,8.45,0,0.839
STU2509,325,97,3,4.5,2.0,8.62,0,0.73
STU2510,321,107,3,4.4,3.7,8.83,1,0.864
STU2511,314,105,3,4.8,1.0,8.99,0,0.795
STU2512,314,110,5,2.6,3.7,8.88,1,0.854
STU2513,309,109,4,1.1,2.7,8.74,1,0.785
STU2514,321,95,1,2.5,3.1,8.43,1,0.808
STU2515,322,101,1,1.7,3.3,7.54,1,0.735
STU2516,328,113,1,4.1,2.0,8.77,1,0.845
STU2517,331,111,5,2.8,2.7,9.29,1,0.899
STU2518,334,108,4,3.4,3.2,8.55,1,0.892
STU2519,309,110,2,4.3,1.0,8.14,0,0.755
STU2520,319,109,3,1.9,1.3,8.9,1,0.792
STU2521,312,95,3,4.2,4.1,8.37,0,0.705
STU2522,328,110,4,2.9,4.9,9.82,0,0.865
STU2523,321,110,2,2.4,2.8,8.97,1,0.8
STU2524,314,108,3,1.1,2.2,7.47,0,0.678
STU2525,306,101,2,2.8,4.6,8.57,1,0.821
STU2526,314,101,3,2.6,4.4,8.4,1,0.786
STU2527,334,111,3,5.0,2.8,7.51,1,0.8
STU2528,330,106,3,1.5,1.6,9.7,1,0.812
STU2529,299,108,4,2.2,3.8,7.71,0,0.743
STU2530,312,106,5,2.1,4.6,9.69,0,0.835
STU2531,308,99,5,1.4,1.7,8.32,0,0.676
STU2532,322,101,1,1.6,2.7,7.91,1,0.707
STU2533,326,99,1,4.1,3.0,9.64,1,0.826
STU2534,319,101,2,5.0,3.2,8.65,0,0.776
STU2535,327,96,2,3.8,1.9,8.78,0,0.763
STU2536,321,104,4,4.1,1.6,8.37,1,0.844
STU2537,304,106,4,2.1,1.4,6.89,0,0.7
STU2538,310,110,5,4.0,1.7,7.27,1,0.838
STU2539,314,100,3,1.1,2.1,9.4,0,0.798
STU2540,301,108,5,1.9,2.6,8.84,1,0.829
STU2541,294,111,4,3.6,1.0,7.98,0,0.784
STU2542,303,112,2,1.0,2.1,7.36,1,0.74
STU2543,324,109,4,3.5,3.3,7.81,0,0.771
STU2544,295,99,1,2.1,3.9,7.59,1,0.778
STU2545,301,106,4,1.4,4.9,9.15,0,0.837
STU2546,318,104,4,2.4,4.7,9.01,0,0.823
STU2547,310,102,1,4.3,4.6,6.52,1,0.814
STU2548,311,105,1,3.7,1.1,9.36,0,0.776
STU2549,290,102,3,3.2,1.1,7.85,0,0.739
STU2550,313,109,5,1.5,2.0,9.16,1,0.864
STU2551,305,107,3,4.4,3.0,8.15,1,0.791
STU2552,312,116,5,4.6,2.6,9.33,1,0.921
STU2553,325,112,4,1.3,2.9,9.46,1,0.889
STU2554,308,104,3,2.3,4.6,8.28,0,0.742
STU2555,318,107,5,4.8,1.8,7.73,0,0.821
STU2556,321,109,2,4.8,2.4,9.32,1,0.832
STU2557,323,120,4,4.4,3.9,7.01,0,0.833
STU2558,318,102,4,3.4,2.1,6.89,0,0.709
STU2559,316,103,3,2.3,3.8,8.99,0,0.755
STU2560,324,118,1,4.1,1.4,9.47,0,0.805
STU2561,295,111,1,4.0,3.3,9.41,0,0.749
STU2562,301,93,1,3.5,1.5,7.64,1,0.783
STU2563,321,95,4,2.4,3.8,8.31,0,0.804
STU2564,312,116,4,2.6,3.5,8.69,1,0.856
STU2565,308,98,3,3.9,2.0,8.4,1,0.784
STU2566,318,100,3,3.8,4.2,8.86,0,0.789
STU2567,312,112,4,1.0,1.1,8.52,0,0.717
STU2568,307,116,1,3.6,1.5,7.47,1,0.747
STU2569,310,100,2,1.7,3.6,8.75,0,0.76
STU2570,313,101,5,3.2,4.9,8.44,0,0.837
STU2571,308,103,1,3.1,2.0,9.02,0,0.731
STU2572,303,93,1,2.7,4.3,8.02,1,0.717
STU2573,313,108,1,1.1,2.8,7.12,1,0.713
STU2574,318,104,5,2.9,2.4,8.77,1,0.853
STU2575,307,103,1,4.7,2.4,8.36,1,0.785
STU2576,318,109,2,2.2,2.7,9.43,0,0.729
STU2577,313,102,3,3.8,1.2,8.04,0,0.748
STU2578,329,111,2,1.6,1.1,9.3,0,0.746
STU2579,321,92,5,2.6,3.8,8.58,0,0.842
STU2580,310,107,2,2.5,2.4,9.56,1,0.821
STU2581,321,98,4,1.4,2.5,8.75,0,0.768
STU2582,311,99,2,2.6,1.1,9.12,0,0.724
STU2583,306,96,5,1.3,1.0,7.4,1,0.806
STU2584,328,110,1,4.9,1.5,8.09,1,0.798
STU2585,316,120,4,1.1,3.7,7.27,0,0.742
STU2586,331,106,4,4.9,2.8,9.47,1,0.928
STU2587,314,103,4,4.7,2.7,9.43,0,0.824
STU2588,317,99,2,2.4,2.9,7.77,1,0.77
STU2589,327,106,1,1.5,1.2,9.67,1,0.757
STU2590,316,101,4,2.6,3.3,8.27,1,0.858
STU2591,313,99,2,3.8,1.2,9.35,0,0.747
STU2592,329,120,5,4.7,3.0,8.17,0,0.875
STU2593,317,109,5,3.3,1.7,8.49,1,0.851
STU2594,312,95,5,1.9,3.1,8.36,0,0.777
STU2595,315,110,5,1.2,1.2,8.6,1,0.848
STU2596,311,115,4,1.8,2.5,9.2,0,0.803
STU2597,305,107,3,3.0,3.6,8.49,1,0.89
STU2598,317,107,5,4.3,1.9,8.77,1,0.853
STU2599,310,120,4,2.8,2.9,9.01,1,0.881
STU2600,312,94,4,1.7,2.6,9.04,0,0.791
STU2601,309,99,3,3.0,2.1,7.44,0,0.672
STU2602,327,105,5,4.5,4.9,7.26,1,0.896
STU2603,317,109,5,4.6,4.3,8.72,0,0.798
STU2604,311,106,1,1.8,2.4,8.7,0,0.714
STU2605,328,101,5,3.8,4.8,8.83,0,0.832
STU2606,322,110,1,4.9,1.7,8.62,1,0.823
STU2607,313,101,5,3.0,3.2,8.17,0,0.794
STU2608,315,103,4,1.9,3.6,9.25,1,0.803
STU2609,310,97,5,3.1,2.9,8.59,0,0.806
STU2610,326,100,1,2.5,4.3,7.38,0,0.695
STU2611,327,98,3,3.6,2.7,9.49,1,0.817
STU2612,315,102,2,3.5,3.7,8.49,1,0.807
STU2613,319,108,3,2.9,3.8,9.13,1,0.809
STU2614,304,98,5,1.8,1.0,8.26,0,0.782
STU2615,299,111,2,1.2,3.0,8.95,1,0.8
STU2616,302,113,1,4.3,4.1,9.16,1,0.835
STU2617,303,100,4,4.4,1.9,8.33,1,0.779
STU2618,312,106,2,3.8,1.2,7.63,0,0.735
STU2619,314,104,1,3.0,3.2,9.41,1,0.814
STU2620,300,91,5,3.5,2.4,7.34,0,0.724
STU2621,303,99,1,3.8,2.9,8.05,0,0.759
STU2622,324,98,2,1.6,2.3,8.27,1,0.754
STU2623,312,98,2,3.7,3.1,8.71,1,0.78
STU2624,297,93,1,1.0,1.9,8.35,1,0.703
STU2625,308,99,5,3.7,2.3,9.47,1,0.854
STU2626,329,113,4,1.0,1.0,8.59,1,0.854
STU2627,314,113,2,4.4,3.3,7.7,1,0.796
STU2628,334,118,4,1.4,2.3,9.38,0,0.796
STU2629,312,96,5,4.1,2.6,8.5,0,0.815
STU2630,325,113,3,4.0,3.3,8.6,1,0.834
STU2631,321,103,5,2.5,1.1,8.15,0,0.738
STU2632,312,111,3,4.2,4.5,8.2,1,0.83
STU2633,317,109,5,2.4,2.2,8.34,1,0.84
STU2634,327,111,3,4.7,4.2,8.62,0,0.852
STU2635,306,105,1,3.9,4.0,7.59,0,0.734
STU2636,320,103,3,3.8,1.5,7.45,0,0.721
STU2637,309,107,1,2.3,2.8,7.87,1,0.755
STU2638,318,104,3,3.2,2.4,8.92,0,0.727
STU2639,308,113,3,2.0,2.2,8.02,1,0.828
STU2640,317,95,4,1.7,3.2,8.72,0,0.777
STU2641,304,113,3,3.3,1.3,8.92,1,0.83
STU2642,313,99,4,4.1,1.9,8.04,0,0.759
STU2643,323,110,3,2.8,2.7,9.45,0,0.79
STU2644,322,100,2,3.3,1.6,7.23,0,0.713
STU2645,305,110,1,2.9,4.4,9.55,1,0.833
STU2646,299,97,1,3.9,2.2,8.87,1,0.728
STU2647,315,114,3,1.3,1.8,8.33,0,0.744
STU2648,315,98,4,4.2,3.4,8.13,0,0.779
STU2649,311,104,4,1.4,2.4,8.49,0,0.69
STU2650,316,96,3,2.4,3.9,7.64,0,0.765
STU2651,309,113,2,2.3,4.5,8.59,1,0.864
STU2652,331,95,5,1.7,4.2,8.26,1,0.893
STU2653,323,100,4,2.2,4.9,9.78,0,0.841
STU2654,321,108,5,1.6,3.0,8.17,1,0.873
STU2655,309,99,3,2.6,2.6,7.41,0,0.705
STU2656,313,112,3,3.4,4.5,7.55,1,0.823
STU2657,323,100,4,4.1,2.8,8.46,1,0.868
STU2658,315,118,1,4.1,1.8,8.9,1,0.804
STU2659,331,110,3,3.2,4.7,7.58,0,0.764
STU2660,305,120,4,4.6,2.7,8.22,0,0.844
STU2661,319,116,4,3.3,4.6,8.2,1,0.921
STU2662,312,105,2,1.1,4.7,7.25,1,0.829
STU2663,312,96,4,2.1,3.7,9.22,0,0.769
STU2664,330,116,3,3.6,3.8,8.11,1,0.875
STU2665,312,105,3,3.0,3.8,9.13,0,0.83
STU2666,325,98,1,4.7,1.6,8.04,0,0.762
STU2667,313,95,2,2.0,3.4,8.54,1,0.792
STU2668,316,116,1,1.6,4.5,7.62,0,0.71
STU2669,304,103,4,4.9,2.0,8.03,1,0.852
STU2670,315,112,3,3.8,4.8,9.13,0,0.88
STU2671,331,104,4,3.1,1.1,7.59,1,0.819
STU2672,298,90,4,4.5,4.9,9.35,1,0.888
STU2673,321,103,1,3.7,2.6,8.75,1,0.772
STU2674,321,102,2,3.6,4.2,8.66,0,0.735
STU2675,292,112,2,1.5,4.1,6.83,0,0.691
STU2676,315,99,4,3.1,4.5,7.73,0,0.819
STU2677,315,102,3,3.7,1.7,8.98,1,0.808
STU2678,305,103,2,4.6,3.6,9.1,1,0.807
STU2679,309,110,2,3.0,4.9,8.75,0,0.857
STU2680,313,103,3,3.2,4.8,8.47,1,0.854
STU2681,311,114,4,2.2,1.7,7.64,1,0.787
STU2682,319,106,4,3.8,3.4,9.56,0,0.874
STU2683,321,100,5,2.1,4.2,9.28,0,0.882
STU2684,314,108,4,1.8,3.0,8.46,0,0.808
STU2685,322,108,5,3.9,1.9,7.98,0,0.792
STU2686,326,120,1,1.1,1.9,8.43,0,0.716
STU2687,302,114,4,4.8,2.3,8.32,1,0.846
STU2688,324,111,4,1.7,3.3,8.2,0,0.796
STU2689,306,102,3,4.7,1.8,8.76,0,0.751
STU2690,312,114,1,4.9,3.8,9.75,0,0.832
STU2691,329,110,2,3.8,2.3,7.51,1,0.771
STU2692,328,111,5,3.5,4.9,10.0,1,0.966
STU2693,303,109,2,2.9,2.9,8.59,0,0.78
STU2694,325,99,4,3.7,4.5,8.3,1,0.84
STU2695,305,106,4,1.3,1.5,7.95,0,0.687
STU2696,297,107,1,2.3,3.5,7.81,1,0.77
STU2697,307,102,2,4.4,4.6,7.82,1,0.843
STU2698,320,107,2,2.3,2.4,8.37,1,0.751
STU2699,324,120,4,4.0,3.0,6.29,0,0.761
STU2700,328,93,5,1.5,3.6,8.05,1,0.78
STU2701,317,98,4,4.5,1.8,7.48,0,0.754
STU2702,319,108,5,2.2,5.0,7.68,1,0.856
STU2703,325,106,1,3.4,3.6,8.76,1,0.798
STU2704,314,104,4,3.5,1.6,7.38,0,0.753
STU2705,307,96,2,1.2,3.5,9.28,0,0.798
STU2706,312,104,4,3.8,3.4,9.72,0,0.842
STU2707,311,111,1,3.7,4.8,7.72,0,0.751
STU2708,325,99,3,1.9,3.1,10.0,0,0.786
STU2709,307,107,1,2.5,3.2,8.57,1,0.822
STU2710,322,113,2,2.1,3.3,8.52,1,0.752
STU2711,296,109,4,3.7,3.5,8.31,0,0.811
STU2712,309,90,4,3.4,4.3,8.79,1,0.83
STU2713,316,98,3,2.2,1.4,9.62,0,0.768
STU2714,319,90,5,4.1,2.5,9.22,1,0.861
STU2715,309,98,4,1.1,1.2,6.78,0,0.703
STU2716,305,95,2,4.2,2.5,8.85,0,0.777
STU2717,325,99,2,2.3,1.3,9.4,1,0.803
STU2718,306,108,2,3.5,2.5,7.83,1,0.797
STU2719,315,108,2,2.8,1.4,8.35,0,0.749
STU2720,309,99,2,2.4,4.6,9.5,1,0.82
STU2721,334,92,2,1.9,2.0,7.29,1,0.743
STU2722,300,111,2,1.8,1.8,7.55,1,0.696
STU2723,304,102,4,4.1,1.6,8.93,1,0.847
STU2724,314,111,4,3.1,3.3,6.92,0,0.773
STU2725,301,117,5,2.3,1.6,8.61,0,0.75
STU2726,315,109,5,2.6,3.1,8.06,0,0.812
STU2727,309,102,1,4.7,4.4,7.49,0,0.73
STU2728,311,102,1,1.9,2.1,8.1,0,0.672
STU2729,326,99,2,3.8,3.5,8.01,0,0.817
STU2730,330,104,1,1.3,1.8,8.4,1,0.7
STU2731,322,116,3,4.3,4.4,8.45,0,0.828
STU2732,332,118,1,4.9,4.7,8.88,1,0.935
STU2733,319,97,2,4.8,4.4,8.14,1,0.798
STU2734,319,119,1,3.1,4.1,7.76,1,0.796
STU2735,298,118,4,1.6,2.7,9.26,1,0.853
STU2736,318,102,3,2.7,4.6,8.55,0,0.775
STU2737,326,101,3,4.3,4.2,9.1,1,0.859
STU2738,314,97,3,1.9,4.3,9.17,0,0.778
STU2739,323,106,3,4.4,4.8,7.82,1,0.821
STU2740,328,104,5,3.8,4.0,8.76,1,0.899
STU2741,325,97,4,2.4,1.7,7.7,1,0.795
STU2742,304,101,3,1.0,3.8,8.51,1,0.786
STU2743,308,117,4,4.7,3.3,8.17,1,0.87
STU2744,321,99,1,2.7,2.0,8.18,1,0.762
STU2745,319,112,2,4.6,1.1,8.4,0,0.769
STU2746,311,101,5,3.6,3.3,8.86,0,0.813
STU2747,310,113,2,4.2,1.0,8.78,0,0.757
STU2748,318,102,1,4.6,2.5,7.43,1,0.764
STU2749,322,107,1,3.6,2.0,8.3,0,0.733
STU2750,314,94,4,2.2,4.8,8.06,0,0.797
STU2751,330,102,4,3.4,4.1,9.54,1,0.897
STU2752,315,112,4,1.5,3.4,8.14,0,0.795
STU2753,310,115,1,3.0,4.8,9.78,1,0.882
STU2754,331,100,1,3.7,1.8,8.83,0,0.809
STU2755,318,101,2,4.8,4.9,8.38,1,0.864
STU2756,325,93,5,4.6,4.5,7.93,0,0.871
STU2757,315,98,2,2.7,2.5,8.53,0,0.704
STU2758,324,97,2,4.0,4.9,7.58,1,0.766
STU2759,297,105,5,5.0,3.4,8.34,0,0.806
STU2760,310,100,5,3.4,2.2,8.06,1,0.854
STU2761,318,115,2,1.6,2.6,8.85,1,0.806
STU2762,318,99,4,3.7,3.5,8.61,0,0.787
STU2763,314,102,1,3.8,3.5,7.51,0,0.699
STU2764,303,97,5,1.4,4.6,7.46,1,0.77
STU2765,326,116,4,1.5,1.4,8.63,1,0.849
STU2766,320,106,4,3.1,1.8,8.41,1,0.818
STU2767,308,103,1,4.2,1.9,8.21,0,0.73
STU2768,311,120,5,4.3,4.6,9.04,1,0.927
STU2769,317,106,3,4.1,4.8,9.38,0,0.799
STU2770,307,106,3,3.8,4.1,8.24,0,0.812
STU2771,306,95,4,4.0,5.0,9.48,0,0.813
STU2772,305,111,5,3.5,3.9,7.98,1,0.828
STU2773,290,109,3,1.3,4.8,7.84,0,0.746
STU2774,299,103,2,3.0,4.8,7.6,0,0.716
STU2775,311,108,1,4.0,3.8,8.4,0,0.782
STU2776,307,113,4,3.5,2.9,7.7,1,0.823
STU2777,304,103,5,2.9,3.2,7.87,0,0.778
STU2778,326,101,2,1.1,3.4,10.0,1,0.827
STU2779,316,107,4,2.7,1.4,7.41,0,0.739
STU2780,323,96,4,1.2,2.9,8.27,0,0.709
STU2781,323,111,3,1.7,2.3,9.13,1,0.795
STU2782,324,112,2,3.0,1.6,8.8,1,0.822
STU2783,317,120,2,4.6,1.0,8.53,0,0.788
STU2784,313,97,1,2.0,3.9,8.69,1,0.753
STU2785,311,116,5,4.5,4.6,8.72,1,0.906
STU2786,308,112,5,2.8,5.0,8.09,0,0.813
STU2787,313,116,3,1.9,1.8,7.68,0,0.705
STU2788,300,105,3,3.8,1.0,7.23,1,0.82
STU2789,325,114,4,1.6,4.5,9.16,0,0.806
STU2790,323,112,2,2.0,2.4,8.43,1,0.743
STU2791,319,106,5,4.0,3.1,9.43,1,0.903
STU2792,312,108,3,2.3,4.3,8.69,1,0.805
STU2793,304,113,2,1.6,4.9,7.72,0,0.772
STU2794,315,97,4,3.4,3.8,9.85,0,0.84
STU2795,318,104,2,1.2,1.8,8.61,0,0.712
STU2796,313,90,3,2.1,3.8,9.36,0,0.725
STU2797,340,92,1,1.7,4.8,9.4,0,0.736
STU2798,314,102,2,2.9,3.6,8.86,1,0.815
STU2799,307,104,5,2.8,2.6,8.57,0,0.801
STU2800,314,112,3,4.8,2.7,8.87,0,0.79
STU2801,308,96,2,1.5,2.1,7.83,1,0.712
STU2802,329,109,1,3.5,3.6,7.29,1,0.796
STU2803,311,109,5,3.3,1.5,8.61,0,0.844
STU2804,303,109,5,1.6,2.6,7.71,0,0.774
STU2805,311,104,5,4.7,2.5,7.78,1,0.899
STU2806,326,104,2,4.9,3.3,9.4,0,0.823
STU2807,302,108,3,4.6,4.2,8.39,1,0.861
STU2808,318,99,2,3.6,1.9,7.76,0,0.745
STU2809,332,111,5,4.7,3.5,7.29,0,0.791
STU2810,322,113,1,4.7,3.2,9.49,1,0.881
STU2811,323,102,4,1.9,1.4,7.24,0,0.685
STU2812,301,111,2,1.3,3.3,7.91,1,0.73
STU2813,329,107,1,2.9,4.9,8.86,1,0.809
STU2814,332,111,4,1.8,2.1,8.43,0,0.791
STU2815,306,96,5,1.5,1.9,7.78,1,0.761
STU2816,314,92,4,1.3,1.3,8.55,1,0.804
STU2817,302,106,4,2.2,3.2,8.91,1,0.824
STU2818,318,98,4,2.9,4.9,8.65,0,0.822
STU2819,309,99,5,4.1,3.5,8.88,0,0.846
STU2820,303,107,2,2.4,4.9,8.28,1,0.852
STU2821,306,97,2,3.1,3.2,8.9,0,0.699
STU2822,315,101,4,2.3,3.6,8.33,1,0.844
STU2823,314,110,5,1.4,3.9,8.7,1,0.907
STU2824,313,110,5,3.0,1.7,8.03,1,0.829
STU2825,323,99,1,1.7,3.5,8.01,1,0.716
STU2826,307,103,2,4.0,3.6,8.07,0,0.721
STU2827,316,102,5,2.2,1.8,8.77,0,0.787
STU2828,315,105,5,4.5,2.1,9.32,0,0.82
STU2829,307,107,3,1.8,4.1,8.9,0,0.788
STU2830,304,115,4,3.8,1.5,8.43,0,0.722
STU2831,319,100,2,2.8,4.1,9.2,0,0.771
STU2832,321,104,5,1.4,4.7,8.78,0,0.814
STU2833,311,96,4,2.1,1.8,8.66,0,0.762
STU2834,302,99,5,3.9,2.5,9.64,0,0.838
STU2835,297,106,2,4.0,4.0,7.41,1,0.842
STU2836,319,115,3,3.9,3.1,8.37,1,0.885
STU2837,309,113,4,2.3,3.7,8.11,0,0.802
STU2838,310,96,1,2.7,1.2,8.39,1,0.71
STU2839,310,104,4,2.1,4.3,7.68,1,0.807
STU2840,309,108,4,1.2,3.0,7.63,1,0.733
STU2841,316,102,3,3.9,1.9,9.39,0,0.813
STU2842,317,102,5,3.1,3.7,8.49,1,0.936
STU2843,297,102,1,2.6,1.8,7.54,0,0.638
STU2844,311,104,2,2.3,3.3,8.9,0,0.763
STU2845,328,108,4,2.1,4.8,7.54,1,0.839
STU2846,326,118,1,3.7,1.6,8.68,1,0.825
STU2847,326,105,5,4.9,2.3,7.4,0,0.728
STU2848,326,96,4,4.0,1.9,8.58,1,0.878
STU2849,331,103,5,2.7,4.6,9.02,0,0.811
STU2850,330,111,4,4.2,1.8,7.15,0,0.789
STU2851,316,103,1,2.7,3.9,7.56,1,0.701
STU2852,313,101,1,4.4,2.1,9.15,1,0.843
STU2853,317,107,2,4.9,4.6,8.12,0,0.696
STU2854,299,113,5,3.4,1.8,7.79,0,0.718
STU2855,316,105,5,3.4,2.7,8.87,1,0.854
STU2856,317,115,1,3.8,4.1,7.5,0,0.769
STU2857,313,109,4,1.3,1.0,9.63,0,0.785
STU2858,308,99,4,2.6,4.6,8.56,1,0.866
STU2859,299,99,1,1.5,1.8,7.9,0,0.66
STU2860,331,109,5,2.2,4.5,7.94,1,0.876
STU2861,327,110,3,2.6,2.6,8.96,1,0.86
STU2862,301,96,1,4.8,1.1,7.72,1,0.726
STU2863,328,101,1,2.7,1.4,8.32,0,0.632
STU2864,318,108,1,1.4,1.8,8.32,0,0.664
STU2865,315,118,2,2.8,1.8,9.25,1,0.805
STU2866,305,117,4,2.1,1.3,8.57,0,0.768
STU2867,317,112,2,2.6,2.4,7.93,0,0.723
STU2868,300,100,4,1.8,4.6,9.34,1,0.77
STU2869,318,108,4,3.9,3.4,7.79,1,0.796
STU2870,308,99,3,2.7,3.2,8.72,0,0.761
STU2871,336,104,5,2.7,4.5,8.31,0,0.806
STU2872,324,95,3,3.4,2.5,7.78,1,0.767
STU2873,308,100,5,5.0,4.2,9.32,1,0.945
STU2874,318,109,2,1.2,3.1,7.62,1,0.763
STU2875,295,95,5,5.0,3.6,8.47,0,0.809
STU2876,319,115,4,1.3,1.7,7.29,1,0.773
STU2877,339,90,2,3.0,4.2,8.89,0,0.738
STU2878,323,104,2,1.9,2.5,9.43,1,0.772
STU2879,316,105,1,2.1,4.0,6.93,0,0.694
STU2880,308,108,5,1.4,3.6,7.99,0,0.806
STU2881,320,98,1,4.1,3.9,8.93,0,0.755
STU2882,328,107,3,4.9,4.4,8.07,1,0.859
STU2883,302,101,1,3.0,4.9,8.76,0,0.745
STU2884,298,92,5,2.3,4.8,9.54,1,0.849
STU2885,317,106,1,4.4,3.7,8.2,1,0.796
STU2886,328,114,5,3.5,1.7,8.74,0,0.8
STU2887,337,115,2,2.9,2.4,9.13,1,0.832
STU2888,322,103,5,1.1,4.4,8.44,0,0.8
STU2889,312,93,2,1.5,4.4,8.6,0,0.75
STU2890,300,105,4,4.5,2.2,8.47,0,0.764
STU2891,304,109,5,3.2,1.1,7.94,1,0.79
STU2892,319,98,4,2.7,2.7,8.46,0,0.771
STU2893,330,104,5,2.0,4.1,7.94,0,0.755
STU2894,308,105,1,1.8,3.9,9.57,0,0.755
STU2895,320,115,1,2.1,1.4,7.7,1,0.747
STU2896,309,109,3,1.5,4.9,8.41,1,0.767
STU2897,295,100,1,3.2,2.0,8.95,0,0.743
STU2898,314,101,5,3.3,1.2,7.77,0,0.761
STU2899,317,100,3,2.5,1.6,8.51,0,0.743
STU2900,312,106,4,2.8,2.4,9.45,1,0.805
STU2901,305,102,2,3.0,3.5,7.97,1,0.815
STU2902,325,99,5,3.2,2.0,8.34,1,0.899
STU2903,306,107,5,2.4,3.3,9.76,0,0.844
STU2904,324,92,3,1.6,4.4,8.49,0,0.727
STU2905,313,108,4,4.8,4.9,7.08,0,0.849
STU2906,299,111,1,2.1,2.2,7.85,0,0.666
STU2907,315,112,3,3.0,2.4,7.94,1,0.812
STU2908,321,104,5,1.9,2.5,7.86,0,0.774
STU2909,332,100,5,2.6,3.1,7.0,1,0.879
STU2910,323,99,2,1.7,3.5,7.85,0,0.782
STU2911,311,103,5,1.4,1.8,6.97,0,0.713
STU2912,320,120,5,2.7,4.0,9.11,1,0.96
STU2913,321,112,5,4.7,1.3,7.6,0,0.787
STU2914,324,105,1,3.1,2.3,8.33,1,0.741
STU2915,312,109,4,1.9,4.9,8.15,1,0.839
STU2916,314,103,2,3.7,3.7,8.81,0,0.728
STU2917,321,93,4,4.0,3.3,8.36,0,0.754
STU2918,304,99,4,1.3,3.3,7.7,0,0.739
STU2919,323,108,3,2.5,1.7,7.99,0,0.699
STU2920,303,113,5,4.9,1.5,8.5,1,0.853
STU2921,309,113,1,1.9,4.7,9.06,1,0.791
